"Password Confirmation","تأكيد كلمة المرور",module,Magento_Backend
"Interface Locale","لغة الواجهة",module,Magento_Backend
"Current User Identity Verification","التحقق من هوية المستخدم الحالية",module,Magento_Backend
"Your Password","كلمة المرور الخاصة بك",module,Magento_Backend
"Save Cache Settings","حفظ إعدادات الذاكرة المؤقتة",module,Magento_Backend
"Catalog Rewrites","Rewrites دليل المنتجات",module,Magento_Backend
Refresh,التحديث,module,Magento_Backend
"Images Cache","ذاكرة التخزين المؤقت للصور",module,Magento_Backend
Clear,مسح,module,Magento_Backend
"Search Index","فهرس البحث",module,Magento_Backend
Rebuild,"إعادة بناء",module,Magento_Backend
"Inventory Stock Status","حالة جرد المخزون",module,Magento_Backend
"Rebuild Catalog Index","إعادة إنشاء فهرس دليل المنتجات",module,Magento_Backend
"Rebuild Flat Catalog Category","إعادة إنشاء flat category لدليل المنتجات",module,Magento_Backend
"Rebuild Flat Catalog Product","إعادة بناء  Flat Catalog Product",module,Magento_Backend
"Cache Control","التحكم في التخزين المؤقت",module,Magento_Backend
"All Cache","ذاكرة التخزين المؤقت",module,Magento_Backend
"No change","لا يوجد تغيير",module,Magento_Backend
Disable,إبطال,module,Magento_Backend
Enable,تفعيل,module,Magento_Backend
"Add Design Change","إضافة تغيير التصميم",module,Magento_Backend
Back,رجوع,module,Magento_Backend
Delete,احذف,module,Magento_Backend
"Are you sure?","هل أنت متأكد؟",module,Magento_Backend
Save,حفظ,module,Magento_Backend
"Edit Design Change","تعديل تغيير التصميم",module,Magento_Backend
"New Store Design Change","تغيير تصميم المتجر الجديد",module,Magento_Backend
"General Settings","إعدادات عامة",module,Magento_Backend
Store,متجر,module,Magento_Backend
"-- Please Select --","--الرجاء الاختيار-",module,Magento_Backend
"Custom Design","تصميم مخصص",module,Magento_Backend
"Date From","التاريخ من",module,Magento_Backend
"Date To","التاريخ إلى",module,Magento_Backend
"Design Change","تغيير التصميم",module,Magento_Backend
General,عام,module,Magento_Backend
Cancel,إلغاء,module,Magento_Backend
"Delete %1 '%2'","حذف %1 '%2'",module,Magento_Backend
"Delete %1","حذف %1",module,Magento_Backend
"Block Information","اغلاق المعلومات",module,Magento_Backend
"Backup Options","خيارات النسخ الاحتياطي",module,Magento_Backend
"Create DB Backup","إنشاء نسخة احتياطية لقاعدة البيانات",module,Magento_Backend
Yes,نعم,module,Magento_Backend
No,لا,module,Magento_Backend
"Delete Store","حذف متجر",module,Magento_Backend
"Delete Web Site","حذف موقع الويب",module,Magento_Backend
"Save Web Site","حفظ موقع الويب",module,Magento_Backend
"Save Store","حفظ المتجر",module,Magento_Backend
"Save Store View","حفظ عرض المتجر",module,Magento_Backend
"Delete Store View","حذف عرض متجر",module,Magento_Backend
"Edit Web Site","تحرير موقع الويب",module,Magento_Backend
"New Web Site","موقع ويب جديد",module,Magento_Backend
"Edit Store","تحرير متجر",module,Magento_Backend
"New Store","متجر جديد",module,Magento_Backend
"Edit Store View","تحرير عرض المتجر",module,Magento_Backend
"New Store View","عرض متجر جديد",module,Magento_Backend
"Store Information","بيانات المتجر",module,Magento_Backend
"Web Site",موقع,module,Magento_Backend
Name,اسم,module,Magento_Backend
"Root Category","التصنيف الجذر",module,Magento_Backend
"Default Store View","عرض المتجر الافتراضي",module,Magento_Backend
"Store View Information","بيانات عرض المتجر",module,Magento_Backend
Code,كود,module,Magento_Backend
Status,الحاله,module,Magento_Backend
Disabled,"غير مفعل",module,Magento_Backend
Enabled,تفعيل,module,Magento_Backend
"Sort Order",الترتيب,module,Magento_Backend
"Web Site Information","بيانات الموقع",module,Magento_Backend
"Default Store","المتجر الافتراضي",module,Magento_Backend
"Set as Default","تعيين كافتراضي",module,Magento_Backend
Stores,المتاجر,module,Magento_Backend
"Create Website","إنشاء موقع",module,Magento_Backend
"Create Store","إنشاء متجر",module,Magento_Backend
"Create Store View","إنشاء عرض متجر",module,Magento_Backend
Home,"الصفحة الرئيسية",module,Magento_Backend
Reset,"اعادة ضبط",module,Magento_Backend
"Are you sure you want to do this?","هل أنت متأكد أنك تريد فعل ذلك؟",module,Magento_Backend
"Add New Image","اضف صورة جديدة",module,Magento_Backend
"Export block for grid %1 is not defined","تصدير قائمة للشبكة %1 غير معرف",module,Magento_Backend
"Reset Filter","ترشيح اعادة تعين",module,Magento_Backend
Search,بحث,module,Magento_Backend
Any,اي,module,Magento_Backend
"All Countries","جميع الدول",module,Magento_Backend
From,من,module,Magento_Backend
To,إلى,module,Magento_Backend
"Date selector","اختيار التاريخ",module,Magento_Backend
"[ deleted ]",[محذوف],module,Magento_Backend
"Select All","اختيار الكل",module,Magento_Backend
"We couldn't find any records.","لم يتم العثور على أي سجلات.",module,Magento_Backend
"Add New","إضافة جديد",module,Magento_Backend
Export,استخراج,module,Magento_Backend
"Please correct the column format and try again.","الرجاء تصحيح تنسيق العمود وحاول مرة أخرى.",module,Magento_Backend
"Please select items.","يرجى تحديد الأصناف.",module,Magento_Backend
Submit,إرسال,module,Magento_Backend
"Unknown block type","نوع block غير معروف",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empry","الرجاء تصحيح تبويب الاعدادات ثم حاول مرة أخرى. يجب أن يكون معرف علامة التبويب غير فارغ",module,Magento_Backend
"Please correct the tab configuration and try again.","الرجاء تصحيح ضبط التبويب ثم حاول مرة أخرى.",module,Magento_Backend
"You have logged out.","لقد سجلت خروجك.",module,Magento_Backend
"Specified cache type(s) don't exist: %1","نوع ذاكرة التخزين المحددة غير موجودة: %1",module,Magento_Backend
"The image cache was cleaned.","تم مسح ذاكرة تخزين الصور.",module,Magento_Backend
"An error occurred while clearing the image cache.","حدث خطأ أثناء مسح ذاكرة تخزين الصور.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","تم تنظيف ذاكرة تخزين JavaScript/CSS",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","حدث خطأ أثناء مسح ذاكرة التخزين الخاصة ب JavaScript/CSS",module,Magento_Backend
"The static files cache has been cleaned.","وقد تم تنظيف ذاكرة التخزين الخاصة بالملفات الثابتة.",module,Magento_Backend
"You flushed the cache storage.","لقد تم مسح محتويات ذاكرة التخزين المؤقت.",module,Magento_Backend
"The Magento cache storage has been flushed.","تم مسح محتويات ذاكرة التخزين المؤقت الخاصة بماجنتو.",module,Magento_Backend
"Cache Management","إدارة ذاكرة التخزين المؤقت",module,Magento_Backend
"%1 cache type(s) disabled.","%1 نوع ذاكرة التخزين المؤقت معطل.",module,Magento_Backend
"An error occurred while disabling cache.","حدث خطأ أثناء تفعيل ذاكرة التخزين المؤقت.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 من انواع ذاكرة التخزين المؤقتة مفعلة",module,Magento_Backend
"An error occurred while enabling cache.","حدث خطأ أثناء تفعيل ذاكرة التخزين المؤقت.",module,Magento_Backend
"%1 cache type(s) refreshed.","لقد نم تفعيل انواع ذاكرة التخزين المؤقت %1",module,Magento_Backend
"An error occurred while refreshing cache.","حدث خطأ أثناء تحديث ذاكرة التخزين المؤقت.",module,Magento_Backend
Dashboard,"لوحة التحكم",module,Magento_Backend
"We updated lifetime statistic.","قمنا بتحديث احصائيات مدى الحياة.",module,Magento_Backend
"We can't refresh lifetime statistics.","ونحن لا يمكن تحديث احصاءات مدى الحياة.",module,Magento_Backend
"invalid request","طلب غير صالح",module,Magento_Backend
"see error log for details","راجع سجل الأخطاء للحصول على التفاصيل",module,Magento_Backend
"Service unavailable: %1","الخدمة غير متاحة: %1",module,Magento_Backend
Error,خطأ,module,Magento_Backend
"Access Denied.","دخول مرفوض.",module,Magento_Backend
"You need more permissions to do this.","تحتاج لصلاحية اكبر للقيام بذلك",module,Magento_Backend
"No search modules were registered","لم يتم تسجيل أية وحدات بحث",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","يرجى التأكد من ان جميع وحدات البحث العالمية الادارة مثبته ومفعله.",module,Magento_Backend
"You have entered an invalid password for current user.","لقد قمت بإدخال كلمة مرور غير صالحة للمستخدم الحالي.",module,Magento_Backend
"You saved the account.","قمت بحفظ الحساب.",module,Magento_Backend
"An error occurred while saving account.","حدث خطأ أثناء حفظ حساب.",module,Magento_Backend
"You deleted the design change.","قمت بحذف تغيير التصميم.",module,Magento_Backend
"Store Design","تصميم المتجر",module,Magento_Backend
"Edit Store Design Change","تحرير تغيير تصميم المتجر",module,Magento_Backend
"You saved the design change.","قمت بحفظ تغيير التصميم.",module,Magento_Backend
System,النظام,module,Magento_Backend
"Manage Stores","إدارة المتاجر",module,Magento_Backend
"The database was backed up.","تم اعداد نسخ احتياطي لقاعدة البيانات.",module,Magento_Backend
"We can't create a backup right now. Please try again later.","لم نتمكن من انشاء نسخة احتياطية. حاول مرة اخرى.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","حذف %1 لن يحذف المعلوات المرتبطة بـ %1 (مثل التصنيف، المنتجات، الخ)، لكن لن يمكن استعادة %1. يقترح إنشاء نسخة إحتياطية من قواعد البيانات قبل حذف %1.",module,Magento_Backend
"Something went wrong. Please try again.","حدث خطأ ما. الرجاء المحاولة مرة أخرى.",module,Magento_Backend
"This store cannot be deleted.","لا يمكن حذف هذا المتجر.",module,Magento_Backend
"You deleted the store.","لقد حذفت المتجر.",module,Magento_Backend
"Unable to delete store. Please, try again later.","غير قادر على حذف المتجر. من فضلك، حاول مرة أخرى لاحقاً.",module,Magento_Backend
"This store view cannot be deleted.","لا يمكن حذف عرض المتجر هذا.",module,Magento_Backend
"Store View","عرض المتجر",module,Magento_Backend
"You deleted the store view.","تم حذف واجهة المتجر.",module,Magento_Backend
"Unable to delete store view. Please, try again later.","غير قادر على حذف واجهة متجر. من فضلك، حاول مرة أخرى لاحقاً.",module,Magento_Backend
"This website cannot be deleted.","لا يمكن حذف هذا الموقع.",module,Magento_Backend
"You deleted the website.","لقد حذفت الموقع.",module,Magento_Backend
"Unable to delete website. Please, try again later.","غير قادر على حذف الموقع. من فضلك، حاول مرة أخرى لاحقاً.",module,Magento_Backend
"The website does not exist.","الموقع غير موجود.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","قبل تعديل رمز الموقع يرجى التأكد من أنها لا تستخدم في index.php.",module,Magento_Backend
"The store does not exist","المتجر غير موجود",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","قبل تعديل رمز عرض المتجر يرجى التأكد من أنها لا تستخدم في index.php.",module,Magento_Backend
"You saved the website.","قمت بحفظ موقع شبكة الإنترنت.",module,Magento_Backend
"You saved the store.","قمت بحفظ المتجر.",module,Magento_Backend
"You saved the store view.","لقد حفظت واجهة المتجر.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","حدث خطأ أثناء الحفظ. الرجاء مراجعة سجل الأخطاء.",module,Magento_Backend
"Last 24 Hours","ال 24 ساعة الماضية",module,Magento_Backend
"Last 7 Days","آخر 7 أيام",module,Magento_Backend
"Current Month","الشهر الحالي",module,Magento_Backend
YTD,"منذ سنة",module,Magento_Backend
2YTD,"منذ سنتين",module,Magento_Backend
"Authentication storage is incorrect.","مصادقة التخزين غير صحيحة.",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","لم تقم بتسجيل الدخول بشكل صحيح أو أن حسابك معطل مؤقتاً.",module,Magento_Backend
"Authentication error occurred.","حدث خطأ مصادقة.",module,Magento_Backend
Order,طلب,module,Magento_Backend
"Order #%1","رقم الطلب #%1",module,Magento_Backend
"Access denied","إمكانية الوصول غير متاحة",module,Magento_Backend
"Please try to sign out and sign in again.","الرجاء محاولة تسجيل الخروج وتسجيل الدخول مرة أخرى.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","إذا استمر ظهور هذه الرسالة، الرجاء الاتصال بمالك المتجر.",module,Magento_Backend
"You need more permissions to access this.","تحتاج لمزيد من الصلاحيات للوصول إلى هذا.",module,Magento_Backend
"Welcome, please sign in","مرحبا، الرجاء تسجيل الدخول",module,Magento_Backend
Username,"اسم المستخدم",module,Magento_Backend
"user name","اسم المستخدم",module,Magento_Backend
Password,"كلمة المرو",module,Magento_Backend
password,"كلمة المرو",module,Magento_Backend
"Sign in",دخول,module,Magento_Backend
"Select Range:","حدد نطاق:",module,Magento_Backend
"No Data Found","لم يتم العثور على بيانات",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","تم تعطيل المخطط. لتمكين المخطط، انقر <a href=""%1""> هنا</a>.",module,Magento_Backend
"Last Orders","آخر الطلبات",module,Magento_Backend
"Last Search Terms","كلمات البحث الأخيرة",module,Magento_Backend
"Top Search Terms","أعلى كلمات البحث",module,Magento_Backend
"There are no search keywords.","لا يوجد كلمات بحث.",module,Magento_Backend
"View Statistics For:","عرض إحصائيات عن:",module,Magento_Backend
"All Websites","جميع المواقع",module,Magento_Backend
"Reload Data","إعادة تحميل البيانات",module,Magento_Backend
"Browse Files...","استعراض ملفات...",module,Magento_Backend
Magento,ماجينتو,module,Magento_Backend
"Copyright&copy; %1 Magento Commerce Inc. All rights reserved.","حقوق الطبع والنشر &copy; Magento Commerce Inc %1 جميع الحقوق محفوظة.",module,Magento_Backend
"ver. %1","%1 نسخة",module,Magento_Backend
"Magento Admin Panel","لوحة إدارة ماجنتو",module,Magento_Backend
"Account Setting","إعدادات الحساب",module,Magento_Backend
"Customer View","عرض العملاء",module,Magento_Backend
"Sign Out","تسجيل الخروج",module,Magento_Backend
"About the calendar","حول التقويم",module,Magento_Backend
Close,إغلاق,module,Magento_Backend
"Go Today","الذهاب اليوم",module,Magento_Backend
Previous,السابق,module,Magento_Backend
Next,التالي,module,Magento_Backend
WK,أسبوع,module,Magento_Backend
Time,الزمن,module,Magento_Backend
Hour,ساعة,module,Magento_Backend
Minute,دقيقة,module,Magento_Backend
"JavaScript may be disabled in your browser.","قد يكون جافا سكريبت معطل في المستعرض الخاص بك.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","لاستخدام هذا الموقع يجب عليك أولاً تمكين جافا سكريبت في المستعرض الخاص بك.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","هذا متجر تجريبي فقط. يمكنك استعراض ووضع الأوامر، ولكن لا شيء سيتم تجهيزه.",module,Magento_Backend
"Report Bugs","الإبلاغ عن خلل",module,Magento_Backend
"Store View:","عرض المتجر:",module,Magento_Backend
"Stores Configuration","ضبط المتاجر",module,Magento_Backend
"Please confirm scope switching. All data that hasn't been saved will be lost.","الرجاء التأكد من تحويل النطاق. سيتم فقدان كافة البيانات التي لم يتم حفظها.",module,Magento_Backend
"Additional Cache Management","إدارة ذاكرة التخزين المؤقت الإضافية",module,Magento_Backend
"Flush Catalog Images Cache","مسح التخزين المؤقت للصور",module,Magento_Backend
"Pregenerated product images files","ملفات صور منتجة سابقا للمنتج",module,Magento_Backend
"Flush JavaScript/CSS Cache","مسح ملفات جافا سكريبت/الثيم من ذاكرة التخزين المؤقت",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file.","ملفات CSS وجافا سكريبت للثيم مجتمعة في ملف واحد.",module,Magento_Backend
"Flush Static Files Cache","مسح ذاكرة التخزين المؤقت للملفات الثابتة",module,Magento_Backend
"Preprocessed view files and static files","ملفات الواجهة والملفات الثابتة معالجة مسبقا",module,Magento_Backend
Catalog,"دليل المنتجات",module,Magento_Backend
JavaScript/CSS,"جافا سكريبت/المغلق",module,Magento_Backend
"JavaScript/CSS Cache","ذاكرة التخزين المؤقت للجافا سكريبت/المغلق",module,Magento_Backend
"No records found.","لم يتم العثور على تسجيلات.",module,Magento_Backend
Images,صور,module,Magento_Backend
"Big Image","صورة كبيرة",module,Magento_Backend
Thumbnail,"صورة مصغره",module,Magento_Backend
"Additional Settings","إعدادات إضافية",module,Magento_Backend
"records found","تم العثور على سجلات",module,Magento_Backend
selected,مُحدد,module,Magento_Backend
"per page","لكل صفحة",module,Magento_Backend
"Previous page","الصفحة السابقة",module,Magento_Backend
"of %1","من %1",module,Magento_Backend
"Next page","الصفحة التالية",module,Magento_Backend
"Export to:","تصدر الى:",module,Magento_Backend
Actions,اعمال,module,Magento_Backend
"Mass Actions","الإجراءات الجماعية",module,Magento_Backend
"Unselect All","غير منتقي للجميع",module,Magento_Backend
"Select Visible","اختيار الظهور",module,Magento_Backend
"Unselect Visible","غير مختار الظاهر",module,Magento_Backend
"Changes have been made to this section that have not been saved.","تم إجراء تغييرات في هذا القسم و التي لم يتم حفظها.",module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.","تحتوي علامة التبويب هذه على بيانات غير صالحة. الرجاء حل هذه قبل الحفظ.",module,Magento_Backend
"The information in this tab has been changed.","لقد تم تغيير المعلومات الموجودة في علامة التبويب هذه.",module,Magento_Backend
Loading...,"جاري التحميل...",module,Magento_Backend
"System Backup","نظام النسخ الاحتياطي",module,Magento_Backup
"Database and Media Backup","النسخ الاحتياطي لقاعدة البيانات و الوسائط",module,Magento_Backup
"Database Backup","النسخ الاحتياطي لقاعدة البيانات",module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","يمكن أن يكون الأرشيف غير مضغوط مع <a href=""%1"">%2</a> على أنظمة وندوز.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","تحتاج مزيد من الصلاحيات لتنشيط وضع الصيانة الآن.",module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","لإنشاء النسخ الاحتياطي، الرجاء قم بإلغاء تحديد ""وضع المتجر في وضع الصيانة"" أو تحديث الأذونات الخاصة بك.",module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.","حدث خطأ في وضع المتجر الخاص بك في وضع الصيانة.",module,Magento_Backup
